date,league,host,guest,h_res,g_res,b1,bX,b2,HA_win,HA_draw,HA_loss,HA_goal_avg,HA_loss_avg,HA_yellow,HA_red,HA_corner,HA_penalty,HA_offside,GA_win,GA_draw,GA_loss,GA_goal_avg,GA_loss_avg,GA_yellow,GA_red,GA_corner,GA_penalty,GA_offside,HJ_win,HJ_draw,HJ_loss,HJ_goal_avg,HJ_loss_avg,HJ_yellow,HJ_red,HJ_corner,HJ_penalty,HJ_offside,GJ_win,GJ_draw,GJ_loss,GJ_goal_avg,GJ_loss_avg,GJ_yellow,GJ_red,GJ_corner,GJ_penalty,GJ_offside,H_place,G_place,num_place
05_04_2025,ШВЕЦИЯ. 1-Я ЛИГА,Утсиктенс,Оддевольд,0,2,2.7,3.2,2.5,2,1,7,0.9,2.3,0.6,0.0,0.0,0.0,0.0,3,3,4,1.3,1.5,0.5,0.0,0.1,1.1,0.0,0,1,3,1.3,,1.8,0.0,,,,3,1,0,2.3,,1.0,0.0,,,,12,4,16
05_04_2025,ШВЕЦИЯ. 1-Я ЛИГА,Эстерсунд,Ладскруна БоИС,3,3,2.7,3.3,2.45,3,2,5,1.0,1.7,1.3,0.0,0.6,1.1,0.0,3,2,5,1.3,1.7,0.2,0.0,1.2,2.2,0.5,5,1,1,2.1,,1.9,0.0,,,,1,1,5,1.1,,1.9,0.0,,,,4,6,16
05_04_2025,ШВЕЦИЯ. 1-Я ЛИГА,Кальмар ФФ,Сундсвалль,1,0,1.47,4.2,6.2,2,4,4,1.0,1.1,0.2,0.0,,,,8,0,2,1.9,0.7,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,10,1,16
05_04_2025,ШВЕЦИЯ. 1-Я ЛИГА,Хельсингборг,Сандвикен,1,2,2.0,3.55,3.3,2,1,7,1.1,1.9,0.4,0.0,,,,4,2,4,0.9,1.3,0.2,0.0,,,,0,2,0,2.0,,1.0,0.0,,,,0,2,0,2.0,,3.5,0.5,,,,15,10,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. ЮГ,Ариана,Йенчепингс Седра,0,0,2.0,3.5,3.4,3,2,5,0.8,0.9,,,,,,5,3,2,1.5,0.9,,,,,,0,0,2,0.0,,,,,,,2,0,0,2.0,,,,,,,7,6,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. ЮГ,Юнгшиле,Норрбю,0,2,3.95,3.9,1.75,6,2,2,1.8,1.3,,,,,,5,2,3,1.9,1.4,,,,,,2,0,2,1.0,,,,,,,2,0,2,1.8,,,,,,,4,3,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. ЮГ,Шевде АИК,Эскилсминне,1,1,2.35,3.5,2.7,1,3,6,1.3,2.8,0.7,0.0,0.4,1.9,0.1,5,1,4,2.0,2.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,16,13,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. ЮГ,Олимпик Мальме,Шевде ИФК,2,1,1.55,4.15,5.1,3,1,6,1.2,1.7,,,,,,5,1,4,2.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. ЮГ,Хускварна,ФК Тролльхеттан,3,0,2.95,3.5,2.2,5,1,4,1.2,1.5,,,,,,5,2,3,2.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. ЮГ,АИК Оскарсхамнс,Энгельхолмс,0,0,2.25,3.4,2.9,1,6,3,0.6,1.0,,,,,,6,1,3,1.9,1.6,,,,,,2,2,2,1.3,,,,,,,2,2,2,1.7,,,,,,,13,10,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. СЕВЕР,Карлберг,Эребру Сюрианска,4,1,1.85,3.85,3.6,3,1,6,1.2,1.8,,,,,,3,4,3,1.1,1.3,,,,,,1,0,1,1.5,,,,,,,1,0,1,2.5,,,,,,,13,6,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. СЕВЕР,Стокгольм Интернационале,ИФК Стоксунд,5,0,1.22,6.0,10.5,6,1,3,1.8,0.9,0.9,0.1,,,,2,3,5,2.1,2.4,0.0,0.0,,,,4,0,0,2.5,,,,,,,0,0,4,0.5,,,,,,,7,11,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. СЕВЕР,ИФ Карлстад,Ассириска Седертелье,1,1,1.68,4.0,4.2,5,1,4,2.0,1.7,,,,,,0,4,6,1.2,2.4,,,,,,1,1,0,2.5,,,,,,,0,1,1,1.0,,,,,,,3,7,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. СЕВЕР,Ханинге,Васалунд,5,1,3.45,3.25,2.07,6,2,2,2.5,1.1,,,,,,5,3,2,2.0,1.3,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,9,4,16
05_04_2025,ШВЕЦИЯ. 2-Й ДИВИЗИОН. СЕВЕР,Арланда,Юнайтед Нордик,1,2,3.2,4.0,1.92,8,0,2,2.2,0.6,,,,,,4,1,5,1.3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,16
05_04_2025,ШВЕЦИЯ. 3-Й ДИВИЗИОН. СЕВЕРНЫЙ СВЕАЛАНД,Корснес ИФ,Гуте,2,4,4.7,4.2,1.58,0,0,10,0.5,2.6,,,,,,3,3,4,1.5,1.3,,,,,,1,0,1,1.5,,,,,,,1,0,1,3.0,,,,,,,11,6,14
05_04_2025,ШВЕЦИЯ. 3-Й ДИВИЗИОН. СЕВЕРНЫЙ СВЕАЛАНД,Суннерста,Тебю,5,1,4.8,4.4,1.55,2,1,2,1.8,2.0,,,,,,1,3,6,0.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,14
05_04_2025,ШВЕЦИЯ. 3-Й ДИВИЗИОН. ЗАПАДНЫЙ ГЕТАЛАНД,Бергдаленс,Твокерс,1,5,7.1,4.7,1.37,3,0,7,1.8,2.6,,,,,,2,3,5,1.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,14
05_04_2025,ШВЕЦИЯ. 3-Й ДИВИЗИОН. ЗАПАДНЫЙ ГЕТАЛАНД,Астрио,Линдоме,3,2,2.2,3.9,2.7,5,1,4,2.3,2.2,,,,,,4,0,6,1.8,1.7,,,,,,4,0,0,3.0,,,,,,,0,0,4,0.8,,,,,,,9,2,14
05_04_2025,ШВЕЦИЯ. 3-Й ДИВИЗИОН. ЗАПАДНЫЙ ГЕТАЛАНД,Варберг ГИФ,Квидинг,1,0,4.5,4.4,1.58,5,3,2,2.0,1.5,,,,,,7,0,3,3.2,2.0,,,,,,2,0,2,1.8,,,,,,,2,0,2,1.8,,,,,,,7,5,14
05_04_2025,ШВЕЦИЯ. 3-Й ДИВИЗИОН. СЕВЕРНЫЙ ГЕТАЛАНД,ФБК Карлстад,Херрестадс,2,3,1.45,4.8,5.3,5,2,3,2.2,1.8,,,,,,6,2,2,1.8,1.2,,,,,,1,0,1,2.0,,,,,,,1,0,1,3.0,,,,,,,4,7,14
05_04_2025,ШВЕЦИЯ. 3-Й ДИВИЗИОН. СЕВЕРНЫЙ ГЕТАЛАНД,Мутала,Хага,5,2,1.55,4.4,4.9,6,2,2,1.7,0.7,,,,,,1,0,2,1.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,14
05_04_2025,ШВЕЦИЯ. 3-Й ДИВИЗИОН. СЕВЕРНЫЙ ГЕТАЛАНД,Лидчепинг,Скара,5,1,2.4,3.65,2.55,4,2,4,0.0,,,,,,,0,0,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,14
05_04_2025,ШВЕЦИЯ. 3-Й ДИВИЗИОН. ЮЖНЫЙ ГЕТАЛАНД,ФБК Балкан,Линеро,0,1,3.65,3.95,1.8,2,0,8,4.0,,,,,,,1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,14
05_04_2025,ШВЕЦИЯ. 3-Й ДИВИЗИОН. ЮЖНЫЙ ГЕТАЛАНД,ИФК Хесслехольм,Карлскруна,2,4,3.15,3.8,2.0,4,2,4,1.5,1.5,,,,,,5,0,5,2.1,1.8,,,,,,3,2,3,1.0,,,,,,,3,2,3,1.5,,,,,,,10,1,14
05_04_2025,ШОТЛАНДИЯ. ЧЕМПИОНШИП,Эйрдрионианс,Партик Тисл,2,1,3.1,3.4,2.15,3,3,4,1.5,2.0,1.7,0.0,0.3,0.5,0.0,3,4,3,1.2,1.4,3.1,0.0,1.1,2.9,0.6,1,3,6,0.9,,0.7,0.1,,,,6,3,1,1.8,,1.5,0.0,,,,10,4,10
05_04_2025,ШОТЛАНДИЯ. ЧЕМПИОНШИП,Рэйт Роверс,Эйр Юнайтед,1,0,3.3,2.8,2.4,4,3,3,1.3,1.3,1.4,0.0,0.6,2.7,0.1,4,2,4,1.7,1.3,1.2,0.0,0.0,0.0,0.0,4,2,4,1.4,,1.6,0.1,0.3,0.2,0.0,4,2,4,1.6,,0.9,0.1,0.4,1.0,0.1,5,2,10
05_04_2025,ШОТЛАНДИЯ. ЧЕМПИОНШИП,Ливингстон,Куинс Парк,3,0,1.23,5.4,12.0,4,4,2,1.5,0.9,2.0,0.0,0.4,0.9,0.0,1,1,8,0.9,2.7,1.5,0.0,0.0,0.0,0.0,2,2,1,1.6,,2.0,0.0,,,,1,2,2,0.8,,0.8,0.2,,,,3,7,10
05_04_2025,ШОТЛАНДИЯ. ЧЕМПИОНШИП,Фалкирк,Гринок Мортон,5,0,1.25,5.2,10.5,6,2,2,2.2,0.9,1.5,0.0,2.0,2.9,0.4,4,2,4,1.6,1.5,1.7,0.1,0.0,0.0,0.0,4,0,0,2.8,,1.0,0.0,,,,0,0,4,0.5,,2.5,0.0,,,,1,6,10
05_04_2025,ШОТЛАНДИЯ. ЧЕМПИОНШИП,Данфермлин,Гамильтон Академикал,0,1,1.85,3.4,4.0,2,2,6,0.3,1.3,1.8,0.2,0.4,1.5,0.1,2,2,6,0.7,1.6,1.7,0.0,0.0,0.0,0.0,1,0,2,1.0,,2.0,0.0,,,,2,0,1,1.3,,1.7,0.0,,,,8,9,10
05_04_2025,ШОТЛАНДИЯ. 1-Я ЛИГА,Коув Рейнджерс,Инвернесс,0,3,2.4,3.4,2.7,4,3,3,1.6,1.2,,,,,,5,2,3,1.2,1.2,,,,,,2,1,6,1.3,,1.2,0.1,,,,6,1,2,2.0,,0.9,0.0,,,,2,8,10
05_04_2025,ШОТЛАНДИЯ. 1-Я ЛИГА,Стенхаусмюир,Аллоа Атлетик,1,4,1.85,3.65,3.8,5,2,3,1.5,1.3,,,,,,3,3,4,1.9,1.9,,,,,,1,0,3,1.0,,,,,,,3,0,1,1.5,,,,,,,3,5,10
05_04_2025,ШОТЛАНДИЯ. 1-Я ЛИГА,Келти Хартс,Дамбартон,0,6,1.92,3.7,3.45,1,3,6,0.5,1.5,,,,,,1,3,6,1.1,1.7,,,,,,2,1,1,1.8,,,,,,,1,1,2,1.3,,,,,,,7,10,10
05_04_2025,ШОТЛАНДИЯ. 1-Я ЛИГА,Монтроуз,Арброт,0,1,3.3,3.4,2.05,3,5,2,1.5,1.7,,,,,,7,2,1,1.9,0.8,,,,,,1,2,3,0.7,,,,,,,3,2,1,1.8,,,,,,,6,1,10
05_04_2025,ШОТЛАНДИЯ. 1-Я ЛИГА,Аннан Атлетик,Куин оф Саут,0,2,3.15,3.55,2.07,4,1,5,1.5,2.0,,,,,,4,1,5,1.5,1.4,,,,,,3,1,4,1.1,,,,,,,4,1,3,1.5,,,,,,,9,4,10
05_04_2025,ШОТЛАНДИЯ. 2-Я ЛИГА,Форфар,Ист Файф,1,0,2.8,3.3,2.35,4,2,4,0.8,0.9,,,,,,4,2,4,1.4,1.5,,,,,,2,4,4,0.9,,,,,,,4,4,2,1.2,,,,,,,9,2,10
05_04_2025,ШОТЛАНДИЯ. 2-Я ЛИГА,Элгин Сити,Стерлинг Альбион,0,2,1.82,3.55,4.0,4,0,6,1.0,1.2,,,,,,4,2,4,1.5,1.6,,,,,,1,1,5,1.0,,,,,,,5,1,1,2.1,,,,,,,4,6,10
05_04_2025,ШОТЛАНДИЯ. 2-Я ЛИГА,Питерхед,Бонниригг Роуз,5,0,1.53,4.0,5.6,4,5,1,1.4,0.9,,,,,,1,2,7,0.9,2.0,,,,,,4,3,0,1.7,,,,,,,0,3,4,1.0,,,,,,,1,10,10
05_04_2025,ШОТЛАНДИЯ. 2-Я ЛИГА,Спартанс Эдинбург,ФК Странрар,2,1,2.15,3.25,3.25,4,2,4,1.3,1.4,,,,,,5,1,4,1.2,0.7,,,,,,3,2,2,1.7,,,,,,,2,2,3,1.6,,,,,,,5,7,10
05_04_2025,ШОТЛАНДИЯ. 2-Я ЛИГА,Эдинбург Сити,Клайд,2,1,2.05,3.7,3.1,6,0,4,2.0,1.5,,,,,,4,2,4,1.2,1.2,,,,,,5,1,2,1.5,,,,,,,2,1,5,1.0,,,,,,,3,8,10
05_04_2025,АВСТРАЛИЯ. НОВЫЙ ЮЖНЫЙ УЭЛЬС. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Вестерн Сидней Уондерерс 2,ФК Сидней U21,0,0,2.35,4.0,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04_2025,АВСТРАЛИЯ. НОВЫЙ ЮЖНЫЙ УЭЛЬС. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Друитт Таун Рейнджерс,Сидней Олимпик,0,4,5.1,4.4,1.52,2,3,5,1.0,1.7,,,,,,3,4,3,1.7,1.2,,,,,,0,2,2,1.5,,0.5,,2.0,,,2,2,0,2.8,,0.3,,2.0,,,12,10,16
05_04_2025,АВСТРАЛИЯ. НОВЫЙ ЮЖНЫЙ УЭЛЬС. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Маркони Сталлионз,Сент-Джордж Сити,3,1,1.73,3.8,4.2,7,3,0,2.0,0.7,,,,,,2,1,7,1.2,1.8,,,,,,2,0,2,1.8,,,,,,,2,0,2,1.5,,,,,,,2,13,16
05_04_2025,АВСТРАЛИЯ. НОВЫЙ ЮЖНЫЙ УЭЛЬС. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Блэктаун Сити,Сатерленд Шаркс,1,0,1.42,4.7,6.1,4,3,3,2.0,2.3,,,,,,4,2,4,1.4,1.6,,,,,,5,0,1,1.3,,0.3,0.2,3.0,,,1,0,5,0.7,,0.5,0.0,1.3,,,7,8,16
05_04_2025,АВСТРАЛИЯ. КВИНСЛЕНД. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Мортон Сити Эксельсиор,Квинсленд Лайонc,3,1,2.55,3.9,2.3,6,1,3,1.8,1.7,,,,,,4,2,4,1.6,2.0,,,,,,1,0,2,1.3,,,,,,,2,0,1,2.0,,,,,,,2,6,12
05_04_2025,АВСТРАЛИЯ. КВИНСЛЕНД. ПРЕМЬЕР-ЛИГА,Редлэндс Юнайтед,Рочдейл Роверс,1,4,2.25,4.15,2.55,3,2,5,1.3,2.1,,,,,,3,2,5,1.1,1.3,,,,,,0,1,3,1.0,,,,,,,3,1,0,2.0,,,,,,,2,7,12
05_04_2025,АВСТРАЛИЯ. КВИНСЛЕНД. ПРЕМЬЕР-ЛИГА,Брисбен Страйкерс,Мэджик Юнайтед,5,0,1.95,4.7,2.85,7,1,2,3.3,0.7,,,,,,2,0,1,4.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,12
05_04_2025,АВСТРАЛИЯ. ЗАПАДНАЯ АВСТРАЛИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Перт Глори 2,Флорит Афина,4,0,1.8,4.3,3.35,5,3,2,3.5,1.5,,,,,,4,2,4,1.6,1.8,,,,,,1,2,3,1.0,,,,,,,3,2,1,2.2,,,,,,,3,11,12
05_04_2025,АВСТРАЛИЯ. ЗАПАДНАЯ АВСТРАЛИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Перт Ред Стар,Олимпик Кингсувэй,3,1,3.35,3.9,1.9,3,2,5,1.3,1.8,,,,,,8,1,1,2.6,1.2,,,,,,1,3,1,2.2,,,,,,,1,3,1,1.2,,,,,,,8,1,12
05_04_2025,АВСТРАЛИЯ. ЗАПАДНАЯ АВСТРАЛИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Сорренто Перт,Перт СК,0,3,2.5,4.2,2.25,1,4,5,0.8,2.0,,,,,,4,3,3,2.3,2.1,,,,,,0,0,2,1.0,,,,,,,2,0,0,2.0,,,,,,,9,4,12
05_04_2025,АВСТРАЛИЯ. ЗАПАДНАЯ АВСТРАЛИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Вестерн Найтс,Бэйсуотер Сити,0,3,2.65,3.8,2.25,4,2,4,1.6,1.4,,,,,,6,1,3,3.0,1.7,,,,,,1,1,0,1.5,,,,,,,0,1,1,1.0,,,,,,,6,2,12
05_04_2025,АВСТРАЛИЯ. ЗАПАДНАЯ АВСТРАЛИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Стирлинг Македония,Фримантл Сити,2,2,1.55,4.8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04_2025,АВСТРАЛИЯ. ЗАПАДНАЯ АВСТРАЛИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Армадейл,Балкатта,2,1,2.0,3.95,3.05,3,4,3,2.3,2.4,,,,,,2,4,4,1.4,2.2,,,,,,4,0,2,2.7,,,,,,,2,0,4,1.3,,,,,,,5,7,12
05_04_2025,АВСТРАЛИЯ. ТАСМАНИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Девонпорт Сити,Гленорчи Найтс,0,2,2.05,4.05,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04_2025,АВСТРАЛИЯ. ТАСМАНИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Кларенс Зебрас,Лонсестон Юнайтед,1,2,1.45,5.3,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04_2025,АВСТРАЛИЯ. ТАСМАНИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Кингборо Лайонс,Риверсайд Олимпик,3,0,1.4,6.2,5.0,5,0,5,2.7,1.9,,,,,,3,1,6,1.2,2.0,,,,,,8,0,1,4.7,,,,,,,1,0,8,1.1,,,,,,,5,6,8
05_04_2025,АВСТРАЛИЯ. СЕВЕРНЫЙ НОВЫЙ ЮЖНЫЙ УЭЛЬС. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Белмонт Суонси Юнайтед,Уэстон Уокерз,0,3,5.4,5.0,1.45,1,2,2,2.0,2.0,,,,,,7,1,2,3.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,12
05_04_2025,АВСТРАЛИЯ. СЕВЕРНЫЙ НОВЫЙ ЮЖНЫЙ УЭЛЬС. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Валентайн Финикс,Чарльзтаун Аззурри,1,5,4.6,4.8,1.53,3,2,5,2.2,3.0,,,,,,7,1,2,2.0,0.9,,,,,,1,0,5,0.8,,0.0,0.0,1.7,,,5,0,1,2.2,,0.5,0.2,1.3,,,10,4,12
05_04_2025,АВСТРАЛИЯ. ЮЖ. АВСТРАЛИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Пара Хиллс Найтс,Кройдон Кингз,0,2,2.95,3.7,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04_2025,АВСТРАЛИЯ. ВИКТОРИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Альтона Мэджик,Саут Мельбурн,0,0,2.65,3.85,2.25,2,3,5,1.0,1.3,,,,,,3,2,5,1.2,1.7,,,,,,0,0,6,0.5,,,,,,,6,0,0,3.3,,,,,,,13,12,14
05_04_2025,АВСТРАЛИЯ. ВИКТОРИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА,Данденонг Тандер,Порт Мельбурн Шаркс,5,1,1.55,4.3,4.8,6,1,3,1.8,1.7,,,,,,2,0,8,0.8,2.7,,,,,,1,1,4,0.8,,,,,,,4,1,1,2.2,,,,,,,4,14,14
05_04_2025,АВСТРАЛИЯ. ВИКТОРИЯ. НАЦИОНАЛЬНАЯ ПРЕМЬЕР-ЛИГА-2,Вестерн Юнайтед 2,Истерн Лайонс,6,0,1.35,7.1,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04_2025,БАХРЕЙН. ПРЕМЬЕР-ЛИГА,Аль-Риффа,Аль-Халидия,2,2,3.7,3.25,1.97,6,1,3,1.4,1.1,0.0,0.0,0.0,0.0,0.0,7,2,1,3.0,1.3,0.3,0.0,0.5,1.5,0.3,2,1,3,1.2,,,,,,,3,1,2,1.3,,,,,,,3,2,12
05_04_2025,БАХРЕЙН. ПРЕМЬЕР-ЛИГА,Ист Риффа,СК Бахрейн,3,1,2.8,3.55,2.25,1,4,5,0.7,1.3,,,,,,2,3,5,0.9,1.5,,,,,,2,3,1,1.5,,0.3,,1.7,,,1,3,2,1.3,,0.0,,0.0,,,12,9,12
05_04_2025,БАХРЕЙН. ПРЕМЬЕР-ЛИГА,Манама,Ситра,0,3,3.2,3.35,2.13,2,3,5,0.6,1.3,,,,,,3,4,3,1.0,1.1,,,,,,2,2,3,0.6,,0.4,,0.9,,,3,2,2,1.7,,0.3,,0.7,,,10,4,12
06_04_2025,ГИБРАЛТАР. НАЦИОНАЛЬНАЯ ЛИГА,Лайонс Гибралтар,Мэгпайс,1,2,4.7,4.4,1.55,6,1,3,1.4,1.5,,,,,,7,0,3,4.1,2.0,,,,,,1,0,7,1.0,,,,,,,7,0,1,2.3,,,,,,,6,4,6
05_04_2025,ЕГИПЕТ. 2-Й ДИВИЗИОН,Ла Виена,Аль-Кана,0,2,2.3,2.6,3.85,2,2,6,0.6,1.2,,,,,,4,3,3,0.6,0.5,,,,,,1,1,1,0.7,,,,,,,1,1,1,0.7,,,,,,,17,10,20
05_04_2025,ЕГИПЕТ. 2-Й ДИВИЗИОН,Асуан,Баладиет Аль-Махалла,0,0,2.08,2.75,4.3,7,2,1,1.4,0.7,,,,,,3,4,3,0.9,1.0,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,5,12,20
05_04_2025,ЕГИПЕТ. 2-Й ДИВИЗИОН,Эль-Мансура,Асьют Петролеум,1,0,2.75,2.25,3.75,3,1,6,1.0,1.3,,,,,,3,3,4,0.8,0.8,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,16,11,20
05_04_2025,ИНДИЯ. I-LEAGUE,Шилонг Лайонг,Дели ФК,0,0,1.4,5.3,5.5,3,2,5,1.9,2.7,,,,,,1,1,8,0.9,2.1,,,,,,1,0,2,1.3,,,,,,,2,0,1,2.3,,,,,,,7,12,12
05_04_2025,ИНДИЯ. I-LEAGUE,Аиджал,Намдхари,3,0,2.18,3.65,2.85,3,2,5,1.5,2.0,,,,,,3,2,5,1.4,1.6,,,,,,1,1,1,1.7,,,,,,,1,1,1,1.3,,,,,,,10,6,12
05_04_2025,ИНДИЯ. I-LEAGUE,Сриниди Деккан,СК Бангалор,2,2,1.55,4.4,4.7,4,3,3,1.3,1.3,,,,,,3,3,4,1.3,1.9,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,8,11,12
05_04_2025,ИРАН. 1-Я ЛИГА,Шахрдари Астара,Фаджр Сепаси,0,1,10.5,5.2,1.25,0,3,7,0.4,2.2,,,,,,4,4,2,0.9,0.7,,,,,,0,2,3,0.4,,,,,,,3,2,0,1.4,,,,,,,18,1,18
05_04_2025,ИРАН. 1-Я ЛИГА,Мес Сунгун,Бесат Керманшах,1,1,1.93,2.9,4.6,3,3,4,0.6,0.9,,,,,,0,8,2,0.4,0.7,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,13,12,18
05_04_2025,ИРАН. 1-Я ЛИГА,Мес Керман,Шахрдари Ношахр,0,0,2.15,2.95,3.6,3,6,1,0.9,0.5,,,,,,4,3,3,0.8,0.8,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,8,9,18
05_04_2025,ИРАН. 1-Я ЛИГА,Пайкан,Парс Джонуби,2,0,2.4,2.95,3.0,4,5,1,1.1,0.7,,,,,,3,4,3,1.4,1.5,,,,,,0,1,0,,,,,,,,0,1,0,,,,,,,,4,7,18
05_04_2025,ИРАН. 1-Я ЛИГА,Санат Нафт Абадан,Ниройе Замини,1,2,1.45,3.3,10.5,5,4,1,0.9,0.3,,,,,,3,6,1,0.8,0.3,,,,,,0,1,0,,,,,,,,0,1,0,,,,,,,,3,15,18
05_04_2025,ЗИМБАБВЕ. ПРЕМЬЕР-ЛИГА,Чикен Инн,Херенталс,0,0,2.25,2.65,3.9,2,5,3,0.7,0.6,,,,,,4,4,2,0.6,0.7,,,,,,1,5,0,0.5,,,,,,,0,5,1,0.3,,,,,,,16,10,18
05_04_2025,КЕНИЯ. ПРЕМЬЕР-ЛИГА,Матаре Юнайтед,Поста Рейнджерс,3,2,2.75,2.9,2.7,2,5,3,0.8,1.2,,,,,,3,2,5,1.4,1.6,,,,,,1,1,1,1.0,,,,,,,1,1,1,1.0,,,,,,,10,15,18
05_04_2025,КЕНИЯ. ПРЕМЬЕР-ЛИГА,Муранга Сил,Бидко Юнайтед,1,1,2.4,2.8,3.25,0,3,7,0.7,1.9,,,,,,1,6,3,0.4,0.7,,,,,,1,2,0,0.3,,,,,,,0,2,1,0.0,,,,,,,16,17,18
05_04_2025,КЕНИЯ. ПРЕМЬЕР-ЛИГА,АФК Леопардс,Какамега Хоумбойз,1,2,2.03,2.9,4.1,3,6,1,1.1,0.9,,,,,,5,4,1,1.5,0.7,,,,,,1,3,1,0.6,,,,,,,1,3,1,0.6,,,,,,,5,9,18
05_04_2025,КИТАЙ. 1-Я ЛИГА,Диннань Юнайтед,Гуандун ГЗ-Пауэр,1,1,4.9,3.5,1.7,1,3,6,0.6,1.7,,,,,,5,3,2,1.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,16
05_04_2025,КИТАЙ. 1-Я ЛИГА,Циндао Ред Лайонс,Далянь К'ун Сити,0,0,2.65,3.05,2.65,1,4,5,0.8,1.6,,,,,,7,0,3,1.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,16
05_04_2025,КИТАЙ. 1-Я ЛИГА,Шанхай Цзядин Хуэйлун,Шицзячжуан Гунфу,0,2,4.15,3.1,1.95,2,4,4,0.8,1.0,,,,,,5,4,1,1.4,0.8,,,,,,1,2,3,0.8,,,,,,,3,2,1,1.3,,,,,,,8,4,16
05_04_2025,КИТАЙ. 1-Я ЛИГА,Сучжоу Дунъу,Гуанси Пинго Халяо,0,0,1.7,3.35,5.1,4,4,2,1.1,0.9,,,,,,2,5,3,1.1,1.6,,,,,,1,4,1,1.2,,,,,,,1,4,1,1.0,,,,,,,3,16,16
